Sample Date	Southern	Northern
2020-03-09	None	None
2020-03-10	None	-0.14334638538579014
2020-03-11	0.3220046034610249	-0.5350218344308395
2020-03-12	-0.11873375394693042	-0.23665157373968526
2020-03-13	-0.11873375394693042	-0.23665157373968526
2020-03-14	0.200001757046131	-0.2522192446940146
2020-03-15	0.3696499920806602	-0.331472357136839
2020-03-16	0.09358936440198917	0.3925967339459291
2020-03-17	-0.4815714526530357	-0.3636857035484269
2020-03-18	0.05197117007511309	0.10170592053729166
2020-03-19	0.3059890772762657	0.21613251226322916
2020-03-20	0.3059890772762657	0.21613251226322916
2020-03-21	0.18860322086950987	0.16378188725799703
2020-03-22	0.5902202884400083	-0.4027830156559702
2020-03-23	0.11978301222274013	-0.08716358012911485
2020-03-24	0.49455660613312347	-0.9368129513312056
2020-03-25	0.6592130963012295	0.1342940545893896
2020-03-26	0.46052695515331266	-0.5228205515166451
2020-03-27	0.15662695011261007	-0.46422798652170627
2020-03-28	0.15662695011261007	-0.46422798652170627
2020-03-29	0.15662695011261007	-0.46422798652170627
2020-03-30	0.5490614374794944	-0.3927108909468018
2020-03-31	0.5490614374794944	0.33835054359911965
2020-04-01	0.3769933245896908	-0.37561913048716633
2020-04-02	-0.29968724914545675	-0.5128021097640385
2020-04-03	-0.7033744553333605	0.16641254160481367
2020-04-04	-0.7033744553333605	0.16641254160481367
2020-04-05	-0.7033744553333605	0.16641254160481367
2020-04-06	0.5349281644473365	0.12498287201970015
2020-04-07	-0.22005484055020474	-0.008460298346108175
2020-04-08	-0.2436047272548194	0.1411089599411639
2020-04-09	-0.23583884016369439	-0.11401377999766282
2020-04-10	0.09389744069858352	-0.21690289673676943
2020-04-11	0.09389744069858352	-0.21690289673676943
2020-04-12	0.09389744069858352	-0.21690289673676943
2020-04-13	0.09389744069858352	-0.21690289673676943
2020-04-14	0.46234267488756586	-0.13208722846138699
2020-04-15	0.46234267488756586	-0.13208722846138699
2020-04-16	-0.3062365966662526	0.702011792661267
2020-04-17	0.48611123555093627	-0.10601795183811191
2020-04-18	0.48611123555093627	-0.10601795183811191
2020-04-19	0.48611123555093627	-0.10601795183811191
2020-04-20	0.48611123555093627	-0.10601795183811191
2020-04-21	0.43935655273196517	-0.058828618832933444
2020-04-22	-0.24168063074719726	-0.11172768464621186
2020-04-23	0.22580200019248764	-0.43509688820114434
2020-04-24	-0.5560532543256329	0.2837844838446699
2020-04-25	-0.5560532543256329	0.2837844838446699
2020-04-26	-0.5560532543256329	0.2837844838446699
2020-04-27	-0.6519576688652364	0.2837844838446699
2020-04-28	0.2786502445540009	0.3179166230904684
2020-04-29	0.17650004198571878	-0.04340604875858389
2020-04-30	0.2942563090383885	None
2020-05-01	0.2942563090383885	None
2020-05-02	0.2942563090383885	None
2020-05-03	0.12971769885851359	0.07271125173897985
2020-05-04	0.38328553590832826	0.07271125173897985
2020-05-05	0.38328553590832826	-0.501336907953629
2020-05-06	-0.37387307551209403	-0.27758480874944524
2020-05-07	-0.37387307551209403	-0.27758480874944524
2020-05-08	-0.37387307551209403	-0.27758480874944524
2020-05-09	-0.37387307551209403	-0.27758480874944524
2020-05-10	0.022715545545242577	-0.5247319963917079
2020-05-11	0.005948338816800458	-0.5247319963917079
2020-05-12	-0.3643578734472861	None
2020-05-13	None	None
2020-05-14	None	None
2020-05-15	None	None
2020-05-16	None	None
2020-05-17	None	None
2020-05-18	None	None
2020-05-19	None	None
2020-05-20	None	None
2020-05-21	None	None
2020-05-22	None	None
2020-05-23	None	None
2020-05-24	-0.26440770284796145	-0.1295135368097391
2020-05-25	-0.0016598231017610487	-0.17469125179907508
2020-05-26	0.2631001075647106	0.33817345156256806
2020-05-27	0.12256357116426386	-0.28553711214800614
2020-05-28	0.2675777331470073	0.05067559127797949
2020-05-29	-0.29313941957953205	0.12918429509386442
2020-05-30	0.12324539064402984	0.5296076185613998
2020-05-31	0.12324539064402984	-0.09128528837827332
2020-06-01	0.3632726517484315	-0.3407044187957169
2020-06-02	-0.00037997641173603824	0.5227481557771725
2020-06-03	0.2824436830125734	0.362837480260346
2020-06-04	-0.27446658049399275	-0.36893600450979136
2020-06-05	-0.09070476528592053	-0.05428010428013863
2020-06-06	0.00550186971710076	-0.33719949819654715
2020-06-07	0.24046277647946823	0.5649896981674729
2020-06-08	0.09139926355915406	-0.33760486434393044
2020-06-09	0.21740720396716995	-0.09288769587882939
2020-06-10	0.038251471959121375	0.20734588068647497
2020-06-11	0.19470709816358323	-0.5298041865608951
2020-06-12	0.3110935987356953	0.004761191799566689
2020-06-13	0.3464559743113398	-0.08268557725779146
2020-06-14	-0.00898646491329913	0.04820499198282846
2020-06-15	-0.3911529807797791	0.1764581886942551
2020-06-16	-0.3665632794896254	0.41756607139086555
2020-06-17	-0.38493311321158785	0.08339694673432518
2020-06-18	-0.4908245754954166	0.2079656052287291
2020-06-19	-0.1462293759922133	-0.18002135194441138
2020-06-20	-0.10876277303256998	0.16991535730689122
2020-06-21	0.3360984236260123	-0.25049476067498233
2020-06-22	-0.019577397471561397	0.3058606881876784
2020-06-23	-0.45753582248478963	-0.0939571877906964
2020-06-24	-0.32982813176018766	-0.0739949712873944
2020-06-25	0.5914919708575397	-0.04554881870852867
2020-06-26	0.23565344436510927	0.11885779170055599
2020-06-27	0.16193816952377915	-0.2782823428757606
2020-06-28	0.39089983368787706	-0.07904222211912604
2020-06-29	0.09804359114004768	-0.06777602814338302
2020-06-30	-0.3488123665955989	-0.06777602814338302
2020-07-01	0.4611526047940817	0.20869313256648425
2020-07-02	0.009626162940417515	-0.2653859964435483
2020-07-03	-0.055876054498568806	-0.2371308184004448
2020-07-04	0.4375705031966959	-0.2371308184004448
2020-07-05	0.3422744777467912	0.5616842172431831
2020-07-06	-0.12457155401936504	0.23552023804478495
2020-07-07	-0.055747873018585636	0.10396603674672988
2020-07-08	-0.27097077983455975	0.4998417281667642
2020-07-09	-0.21311057229241115	0.30566480087367154
2020-07-10	-0.3462709226073386	0.6714141244947882
2020-07-11	-0.2726038325694127	-0.11372998488640107
2020-07-12	0.016846321313355617	0.00784221112633432
2020-07-13	0.09397210737540007	-0.2595466223871128
2020-07-14	0.1280711211522636	0.10945372437932122
2020-07-15	-0.19682450051393374	0.10945372437932122
2020-07-16	0.3094264559417823	-0.1311734116660972
2020-07-17	0.2117438724557843	-0.3376001675919156
2020-07-18	0.22682945991257952	0.6433264263861673
2020-07-19	-0.36709650107122727	0.541662452532023
2020-07-20	-0.5671642365479919	-0.24686207403572524
2020-07-21	0.14977416638165053	-0.4718843807408426
2020-07-22	0.14977416638165053	0.29735863532653894
2020-07-23	-0.34000880630471286	0.021494717356265625
2020-07-24	0.23142526886191916	-0.0326429232452341
2020-07-25	0.3696525411498719	-0.42128103327403466
2020-07-26	-0.16184486372897666	-0.08809044167152535
2020-07-27	0.5373525324653556	-0.22011313046883174
2020-07-28	0.4614778226206333	-0.01895719934766049
2020-07-29	-0.10824755613035819	0.1191287880107339
2020-07-30	-0.3887824748787203	0.624527885625632
2020-07-31	0.13255542316794688	0.21828108357296117
2020-08-01	0.16580851552866704	0.5528561440759674
2020-08-02	-0.0114988116733592	0.20601046252544108
2020-08-03	-0.39820721114405444	0.6175676032986317
2020-08-04	0.4688384950625206	0.17656163999674135
2020-08-05	-0.2820839056906266	-0.006569953701472286
2020-08-06	0.6697768190171018	0.17075115925290874
2020-08-07	0.42315710737784684	0.3830743213346679
2020-08-08	0.42315710737784684	0.3830743213346679
2020-08-09	0.42315710737784684	0.3830743213346679
2020-08-10	0.31992844898121575	-0.31337138727555924
2020-08-11	-0.10763313761860616	-0.14015257229253564
2020-08-12	0.24660093631582214	-0.6461616366951688
2020-08-13	0.3293007468809641	-0.4769262421788838
2020-08-14	0.3293007468809641	-0.8215778308399493
2020-08-15	0.3293007468809641	-0.8215778308399493
2020-08-16	0.3293007468809641	-0.8215778308399493
2020-08-17	-0.3214211018922839	0.3259071692798585
2020-08-18	-0.3214211018922839	0.3259071692798585
2020-08-19	-0.15046699832332422	-0.3590143995665116
2020-08-20	-0.15046699832332422	-0.3590143995665116
2020-08-21	-0.239733551135501	0.2408288364749822
2020-08-22	-0.239733551135501	0.2408288364749822
2020-08-23	-0.239733551135501	0.2408288364749822
2020-08-24	0.24699880575487043	0.3200695466776722
2020-08-25	0.24699880575487043	0.3200695466776722
2020-08-26	0.34977899538125	-0.16724874278604318
2020-08-27	0.34977899538125	-0.16724874278604318
2020-08-28	0.1376727747113513	-0.16724874278604318
2020-08-29	0.1376727747113513	-0.16724874278604318
2020-08-30	0.1376727747113513	-0.16724874278604318
2020-08-31	0.11369457853472653	0.0068018948804464685
2020-09-01	0.11369457853472653	0.0068018948804464685
2020-09-02	-0.14094813482312674	-0.2242140328165334
2020-09-03	-0.14094813482312674	-0.2242140328165334
2020-09-04	-0.08665233491134927	-0.37546803044141086
2020-09-05	-0.08665233491134927	-0.37546803044141086
2020-09-06	-0.08665233491134927	-0.37546803044141086
2020-09-07	-0.2755683241031406	0.44626389762653673
2020-09-08	-0.2755683241031406	0.44626389762653673
2020-09-09	0.1429238308427614	0.08246723615130236
2020-09-10	-0.04722080810834228	-0.43772253095778524
2020-09-11	-0.04722080810834228	0.09606511052442812
2020-09-12	0.43676649040727256	-0.1250163846161243
2020-09-13	0.37464429796816034	-0.5291727451770498
2020-09-14	-0.1247675890931248	-0.06745908205655127
2020-09-15	0.5250275123314836	0.3503780854397789
2020-09-16	0.28815740453482164	-0.35475881169288215
2020-09-17	-0.006436892437349684	0.03373138119960828
2020-09-18	0.21687517715851357	0.5080829842469115
2020-09-19	0.09093763925898202	-0.02792978465825513
2020-09-20	0.32293729823237527	-0.16144354875053324
2020-09-21	-0.3395423079645141	0.3949520662512569
2020-09-22	0.4183346998109343	0.26227047682897364
2020-09-23	-0.4826930537225067	0.3434928499158687
2020-09-24	0.3176339459742792	0.2683652769557696
2020-09-25	-0.4874515310600742	0.2856583457136992
2020-09-26	-0.23119625689550816	-0.3173390254219157
2020-09-27	0.15983752655152728	0.029665265604059243
2020-09-28	0.40691782270722143	0.2392283590125217
2020-09-29	0.15935616673309738	-0.0790190875434078
2020-09-30	0.09232324911687328	0.23432251032849294
2020-10-01	0.297398883029075	0.31282295354973755
2020-10-02	-0.38933637470645976	0.31282295354973755
2020-10-03	-0.38933637470645976	0.31282295354973755
2020-10-04	-0.38933637470645976	0.31282295354973755
2020-10-05	-0.13255383379725316	0.048809433794019697
2020-10-06	-0.13255383379725316	0.048809433794019697
2020-10-07	0.2266965140069459	-0.11304092500124341
2020-10-08	0.2266965140069459	-0.11304092500124341
2020-10-09	-0.39935150225915805	0.009847464152095142
2020-10-10	-0.39935150225915805	0.009847464152095142
2020-10-11	-0.39935150225915805	0.009847464152095142
2020-10-12	-0.39935150225915805	-0.14774109263444046
2020-10-13	-0.39935150225915805	-0.14774109263444046
2020-10-14	-0.6227012408705406	0.13118373255272786
2020-10-15	-0.6227012408705406	0.13118373255272786
2020-10-16	-0.005466937418745488	-0.02289822807517794
2020-10-17	-0.005466937418745488	-0.02289822807517794
2020-10-18	0.2879778946405054	0.5141192552725045
2020-10-19	-0.31622609280830716	-0.38185777999372306
2020-10-20	-0.23230712738870807	0.2501233242160481
2020-10-21	0.24326285107267154	-0.3587239317603803
2020-10-22	0.4523945285001787	-0.29900489865681834
2020-10-23	0.49092171302066845	0.12883494814946062
2020-10-24	0.27577582168788695	-0.7470657974157859
2020-10-25	0.18792706880606147	0.15551349206698717
2020-10-26	0.22563905479719892	-0.27086211129464743
2020-10-27	-0.04216635628529275	-0.401765877020992
2020-10-28	0.5954030068643021	-0.056933364587109736
2020-10-29	0.4862645061205342	-0.5589405765880855
2020-10-30	0.6072165003565146	0.012857059456393927
2020-10-31	0.3391211721893512	0.2871205866690616
2020-11-01	-0.376539665753171	0.2688555058640816
2020-11-02	-0.021603348997842886	0.4607421102261071
2020-11-03	0.4050291553731711	0.2191514085127153
2020-11-04	-0.11162178090725661	0.2980877295196933
2020-11-05	-0.10543950152541015	0.0968264743941063
2020-11-06	0.15221031728296452	-0.035335997959634824
2020-11-07	0.1369248621287511	0.16540219739911777
2020-11-08	0.28206384018886865	0.1110407781248739
2020-11-09	-0.09549421314440565	0.0839430996009014
2020-11-10	0.318299529172009	-0.4688311329172734
2020-11-11	-0.2633553312961112	-0.5609967932062432
2020-11-12	0.5154054204480758	0.08397777787678251
2020-11-13	-0.3279224392344986	-0.41814914435360606
2020-11-14	-0.2413951447960585	-0.24836225390106392
2020-11-15	0.3826253316663042	0.4991370714403729
2020-11-16	-0.5158194130553966	-0.15162348947598048
2020-11-17	-0.1500094533889751	-0.058700290809497346
2020-11-18	0.007640517478023412	0.5513277616853429
2020-11-19	0.141747064300489	0.4414188974690205
2020-11-20	0.4878763064795635	0.5819663901413037
2020-11-21	0.3070491481419708	-0.07405782917362558
2020-11-22	0.6413291628042543	-0.1614298482753611
2020-11-23	-0.08471714457414237	-0.28467711142832286
2020-11-24	0.3749721403674471	-0.025563574094462638
2020-11-25	0.46210804009677986	0.5368725360537496
2020-11-26	0.0684968340868295	0.1478130937385913
2020-11-27	-0.17169288373975178	0.10689428259826173
2020-11-28	0.5004698733954456	0.3745048767799517
2020-11-29	0.240124546567813	0.18637655195044545
2020-11-30	0.12600126798326983	-0.3425115878711722
2020-12-01	0.09844880957689384	0.08155109125425497
2020-12-02	-0.3629376045629442	-0.1715526521635411
2020-12-03	0.18630760782332345	-0.33122032877724905
2020-12-04	-0.45814362370845174	-0.057730048334633466
2020-12-05	0.5385545610945428	-0.1651640708795412
2020-12-06	0.1878828644546502	0.027988557020080407
2020-12-07	-0.23801860793844298	0.05763944728869319
2020-12-08	0.3499652609181112	0.3156905418684346
2020-12-09	0.29795694633321546	0.5960841966740418
2020-12-10	0.1623328137492308	0.5867388823647843
2020-12-11	-0.3248230190999948	-0.24393793058789015
2020-12-12	-0.11404383763124315	-0.4074994593966039
2020-12-13	0.2486044151396527	-0.30443921375547234
2020-12-14	0.024316214876762388	-0.009725964301651402
2020-12-15	0.06065457320460155	0.30476904430702234
2020-12-16	0.3623495149632845	-0.1673629222573254
2020-12-17	-0.30179468338587867	-0.11020720760063796
2020-12-18	0.3007090914281889	-0.1358784588464914
2020-12-19	-0.38589900800980104	0.11653289866728755
2020-12-20	0.18072210018476653	-0.04984088895457717
2020-12-21	0.1962668558327323	0.46305227670086424
2020-12-22	0.00654690784676859	-0.1644142380014273
2020-12-23	-0.04872751741174852	0.02177479462670817
2020-12-24	-0.13735471448262615	-0.48231336695505433
2020-12-25	-0.1894131382886144	0.0774664645566645
2020-12-26	-0.058939090738590494	0.40279789440967306
2020-12-27	0.1703441044491001	-0.2632552857145356
2020-12-28	-0.01900727377176281	0.2545541873593038
2020-12-29	0.5176382486196189	-0.37856742483006656
2020-12-30	0.454659945689059	0.2217417264399728
2020-12-31	-0.11461787579776228	-0.30571600128246246
2021-01-01	-0.028507557496254776	0.017251621364493985
2021-01-02	0.2886527084328918	0.4403893971295929
2021-01-03	-0.0019212710199099092	0.02105188538564562
2021-01-04	-0.5927631034568321	0.06568733826418338
2021-01-05	-0.1984422460384394	0.5700624946907737
2021-01-06	-0.2383098331832798	-0.09535984552758237
2021-01-07	0.3513377342572994	-0.1446110998704171
2021-01-08	0.5528212237434218	0.02155539157683961
2021-01-09	-0.4463808604291444	-0.11415508012760256
2021-01-10	-0.04116779360083456	0.6300607178404789
2021-01-11	0.07594068739763316	0.13506476677844148
2021-01-12	0.3992377343174667	0.3262254659766768
2021-01-13	0.4210601154213691	0.10670242742003211
2021-01-14	-0.40292380893515656	0.3066562594744937
2021-01-15	0.00039360141749966715	-0.31039079361880795
2021-01-16	-0.1772216616825517	0.032743545907578664
2021-01-17	-0.019318447201385425	0.32823182141351026
2021-01-18	-0.3574081608958295	0.16210244369995053
2021-01-19	0.10255905500332574	-0.18531230685289302
2021-01-20	-0.014040179671496844	0.21128587949328903
2021-01-21	0.2912638653299382	-0.171736600551867
2021-01-22	-0.20431981092383467	0.42105512513035137
2021-01-23	0.07579247747764839	-0.35534792795181147
2021-01-24	-0.17513268608195176	0.07073830446131524
2021-01-25	-0.46638046801604105	0.39713144496022323
2021-01-26	-0.33457261079229283	-0.32381600784094644
2021-01-27	0.5628881303059643	-0.1883246364665183
2021-01-28	0.0019682858556961946	-0.14686604899600297
2021-01-29	0.12404801549064359	0.3587844915293772
2021-01-30	0.12232904607697037	-0.39171476232274927
2021-01-31	-0.1314826790984398	-0.023243067549117313
2021-02-01	0.48325082543203735	0.37177049788914474
2021-02-02	0.39681662462305667	0.3649549440702913
2021-02-03	-0.055872115223451146	0.3212797801710394
2021-02-04	0.039972692134369936	0.4216882143275029
2021-02-05	-0.21469139776166912	-0.4784394369186771
2021-02-06	0.0462474163636557	-0.27970591261242816
2021-02-07	0.31276521602245566	-0.05794889552328186
2021-02-08	0.4391365510805372	-0.2544777742046449
2021-02-09	0.5179768879937114	0.2594076500072333
2021-02-10	0.14329941822603587	-0.38579969943106107
2021-02-11	0.41350390977441975	-0.23544617626765785
2021-02-12	-0.2385197329479638	-0.3064566703769742
2021-02-13	0.33586248095150495	-0.05573798739618496
2021-02-14	-0.40749933460608645	0.057683223558683494
2021-02-15	0.41049383702733167	-0.2687021515297374
2021-02-16	-0.14833161750243562	-0.4802629607643212
2021-02-17	0.2903574068274679	-0.3550900004685218
2021-02-18	-0.08419855419009536	-0.5573429095713891
2021-02-19	0.39914297771895235	-0.04120952774030684
2021-02-20	0.17601887390776483	-0.35329517464015225
2021-02-21	-0.2618892007541831	-0.16992120021302526
2021-02-22	-0.5174614696352933	-0.30003934558180845
2021-02-23	0.1084339282840574	0.1656571573793144
2021-02-24	0.38887503887201547	0.009607682411342466
2021-02-25	0.030639335207752083	0.20715902390935526
2021-02-26	-0.5483203325785553	0.012299145086899443
2021-02-27	0.2971557703381791	0.11893964062073792
2021-02-28	0.013164680223610503	0.2775484397347441
2021-03-01	0.3031964904071742	-0.44051786443793617
2021-03-02	0.04466014785072048	0.0651345626452553
2021-03-03	0.12692239949330997	0.18226755501643765
2021-03-04	0.04068974305533857	0.1980059672685286
2021-03-05	-0.38711266744218165	0.26315397845752386
2021-03-06	-0.3939249882317881	0.3778835777870313
2021-03-07	-0.5284296328854907	-0.130620349439738
2021-03-08	0.1285044729108904	0.22866887867985497
2021-03-09	-0.09142992563238295	0.06502534695766826
2021-03-10	0.0005473118805525701	-0.1679411432575364
2021-03-11	0.5594821295655947	-0.30927877975705087
2021-03-12	0.24207715810086938	0.27797726582187465
2021-03-13	0.4930138861283808	0.5931778156272571
2021-03-14	0.31775327254683816	0.09568118822704719
2021-03-15	0.11659602049599016	0.33319360058942493
2021-03-16	0.3844223049627544	0.16146955913262673
2021-03-17	0.1512761542228418	0.4652298810115667
2021-03-18	0.4389966802133358	0.4321312412374141
2021-03-19	0.37413229816507965	0.08020198680623025
2021-03-20	-0.3380870379178873	-0.15352438373366795
2021-03-21	-0.3305340860651995	0.41587826149753937
2021-03-22	0.38131439316669	0.11481596786882164
2021-03-23	0.1508231884568545	0.7808171379531927
2021-03-24	-0.20924536472654154	0.3145483893638925
2021-03-25	0.46631044362510465	0.2570150139287648
2021-03-26	-0.1427195411416733	-0.049489194669490644
2021-03-27	0.05505701981718403	0.4602877766021152
2021-03-28	0.2780362757705461	-0.03488101805771748
2021-03-29	0.31019094806168823	-0.3431554890522648
2021-03-30	0.29195234955568594	-0.08947804920754265
2021-03-31	-0.1348453518921815	0.46387829298211614
2021-04-01	0.3713646207455099	0.36885084144338975
2021-04-02	0.29521415808767415	0.4190692835508685
2021-04-03	0.3189434395945909	0.258635338870306
2021-04-04	-0.20233316589218475	-0.37844460300621563
2021-04-05	0.657698773867935	0.27892872747904107
2021-04-06	0.644599723125566	0.2577479017982114
2021-04-07	0.5800220813241594	-0.3175669671251171
2021-04-08	-0.08761070886185962	-0.25270272124842563
2021-04-09	0.27995990086793654	-0.09976925325673847
2021-04-10	0.3338904476967741	-0.036810394325527795
2021-04-11	-0.2212605449111038	0.07556686671591706
2021-04-12	0.21229458601726492	0.4427249888271376
2021-04-13	0.3425803285152824	0.18141691956884642
2021-04-14	0.0036564443879001374	0.16254614570021886
2021-04-15	0.33059388350130803	0.578084910430448
